6605,Vector params LVK+Dynasonde
6606,Vector params LUV+Dynasonde
6607,Vector params LUVK+Dynasonde
6608,Vector params LVS+Dynasonde
6609,Vector params LVKS+Dynasonde
6610,Vector params LUVS+Dynasonde
6611,Vector params LUVKS+Dynasonde
6612,Vector params L+Model+Dynasonde
6613,Vector params LU+Model+Dynasonde
6614,Vector params LUK+Model+Dynasonde
6615,Vector params LS+Model+Dynasonde
6616,Vector params LKS+Model+Dynasonde
6617,Vector params LUS+Model+Dynasonde
6618,Vector paraks LUKS+Model+Dynasonde
6619,Vector params LV+Model+Dynasonde
6620,Vector params LVK+Model+Dynasonde
6621,Vector params LUV+Model+Dynasonde
6622,Vector params LUVK+Model+Dynasonde
6623,Vector params LVS+Model+Dynasonde
6624,Vector params LVKS+Model+Dynasonde
6625,Vector params LUVS+Model+Dynasonde
6626,Vector params LUVKS+Model+Dynasonde
6701,Vector params gridded K
6702,Vector params gridded U
6703,Vector params gridded UK
6704,Vector params gridded S
6705,Vector params gridded KS
6706,Vector params gridded US
6707,Vector params gridded UKS
6708,Vector params gridded V
6709,Vector params gridded VK
6710,Vector params gridded UV
6711,Vector params gridded UVK
6712,Vector params gridded VS
6713,Vector params gridded VKS
6714,Vector params gridded UVS
6715,Vector params gridded UVKS
6716,Vector params gridded Model
6717,Vector params gridded K+Model
6718,Vector params gridded U+Model
6719,Vector params gridded UK+Model
6720,Vector params gridded S+Model
6721,Vector params gridded KS+Model
6722,Vector params gridded US+Model
6723,Vector params gridded UKS+Model
6724,Vector params gridded V+Model
6725,Vector params gridded VK+Model
6726,Vector params gridded UV+Model
6727,Vector params gridded UVK+Model 
6728,Vector params gridded VS+Model
6729,Vector params gridded VKS+Model
6730,Vector params gridded UVS+Model
6731,Vector params gridded UVKS+Model
6732,Vector params gridded L
6733,Vector params gridded LK
6734,Vector params gridded LU
6735,Vector params gridded LUK
6736,Vector params gridded LS
6737,Vector params gridded LKS
6738,Vector params gridded LUS
6739,Vector params gridded LUKS
6740,Vector params gridded LV
6741,Vector params gridded LVK
6742,Vector params gridded LUV
6743,Vector params gridded LUVK
6744,Vector params gridded LVS
6745,Vector params gridded LVKS
6746,Vector params gridded LUVS
6747,Vector params gridded LUVKS
6748,Vector params gridded L+Model
6749,Vector params gridded LK+Model
6750,Vector params gridded LU+Model
6751,Vector params gridded LUK+Model
6752,Vector params gridded LS+Model
6753,Vector params gridded LKS+Model
6754,Vector params gridded LUS+Model
6755,Vector params gridded LUKS+Model
6756,Vector params gridded LV+Model
6757,Vector params gridded LVK+Model
6758,Vector params gridded LUV+Model
6759,Vector params gridded LUVK+Model
6760,Vector params gridded LVS+Model
6761,Vector params gridded LVKS+Model
6762,Vector params gridded LUVS+Model
6763,Vector params gridded LUVKS+Model
6764,Vector params gridded Dynasonde
6765,Vector params gridded K+Dynasonde
6766,Vector params gridded U+Dynasonde
6767,Vector params gridded UK+Dynasonde
6768,Vector params gridded S+Dynasonde
6769,Vector params gridded KS+Dynasonde
6770,Vector params gridded US+Dynasonde
6771,Vector params gridded UKS+Dynasonde
6772,Vector params gridded V+Dynasonde
6773,Vector params gridded VK+Dynasonde
6774,Vector params gridded UV+Dynasonde
6775,Vector params gridded UVK+Dynasonde
6776,Vector params gridded VS+Dynasonde
6777,Vector params gridded VKS+Dynasonde
6778,Vector params gridded UVS+Dynasonde
6779,Vector params gridded UVKS+Dynasonde
6780,Vector params gridded Model+Dynasonde
6781,Vector params gridded K+Model+Dynasonde
6782,Vector params gridded U+Model+Dynasonde
6783,Vector params gridded UK+Model+Dynasonde
6784,Vector params gridded S+Model+Dynasonde
6785,Vector params gridded KS+Model+Dynasonde
6786,Vector params gridded US+Model+Dynasonde
6787,Vector params gridded UKS+Model+Dynasonde
6788,Vector params gridded V+Model+Dynasonde
6789,Vector params gridded VK+Model+Dynasonde
6790,Vector params gridded UV+Model+Dynasonde
6791,Vector params gridded UVK+Model+Dynasonde
6792,Vector params gridded VS+Model+Dynasonde
6793,Vector params gridded VKS+Model+Dynasonde
6794,Vector params gridded UVS+Model+Dynasonde
6795,Vector params gridded UVKS+Model+Dynasonde
6796,Vector params gridded L+Dynasonde
6797,Vector params gridded LK+Dynasonde
6798,Vector params gridded LU+Dynasonde
6799,Vector params gridded LUK+Dynasonde
6800,Vector params gridded LS+Dynasonde
6801,Vector params gridded LKS+Dynasonde
6802,Vector params gridded LUS+Dynasonde
6803,Vector paraks gridded LUKS+Dynasonde
6804,Vector params gridded LV+Dynasonde
6805,Vector params gridded LVK+Dynasonde
6806,Vector params gridded LUV+Dynasonde
6807,Vector params gridded LUVK+Dynasonde
6808,Vector params gridded LVS+Dynasonde
6809,Vector params gridded LVKS+Dynasonde
6810,Vector params gridded LUVS+Dynasonde
6811,Vector params gridded LUVKS+Dynasonde
6812,Vector params gridded L+Model+Dynasonde
6813,Vector params gridded LU+Model+Dynasonde
6814,Vector params gridded LUK+Model+Dynasonde
6815,Vector params gridded LS+Model+Dynasonde
6816,Vector params gridded LKS+Model+Dynasonde
6817,Vector params gridded LUS+Model+Dynasonde
6818,Vector paraks gridded LUKS+Model+Dynasonde
6819,Vector params gridded LV+Model+Dynasonde
6820,Vector params gridded LVK+Model+Dynasonde
6821,Vector params gridded LUV+Model+Dynasonde
6822,Vector params gridded LUVK+Model+Dynasonde
6823,Vector params gridded LVS+Model+Dynasonde
6824,Vector params gridded LVKS+Model+Dynasonde
6825,Vector params gridded LUVS+Model+Dynasonde
6826,Vector params gridded LUVKS+Model+Dynasonde
6831,Unknown
6900,HF data pp undecoded
6901,HF data pp decoded 1
6902,HF data pp decoded 2
6903,SP-VI-UHF1
6904,SP-VI-UHF1
6905,SP-VI-UHF2
6906,SP-VI-UHF2
6907,SP-VI-UHF3
6908,SP-VI-UHF3
6909,SP-VI-UHF3
6910,HF data Doppler profiles res 1
6911,HF data Doppler profiles res 2
6920,HF data Faraday rotation profiles
72_6999,User EISCAT data
71_7000,User EISCAT data
72_7000,User EISCAT data
73_7000,User EISCAT data
74_7000,User EISCAT data
7000,User EISCAT data
7001,Direct data (velocity reference uses vertical measurement)
5430_7001,Basic lidar parameter data
5480_7001,Basic lidar parameter data
5540_7001,Basic lidar parameter data
7002,Direct data (velocity reference uses combined data)
5300_7002,Basic lidar parameter data
5480_7002,Basic lidar parameter data
7003,Iron mode - 372 nm - 3 min integration
5300_7003,Basic lidar parameter data
7100,Red line FPI basic temperture and los wind data
6380_7004,Rayleigh density
6380_7005,Rayleigh temperature
6380_7006,Sodium density
6380_7007,Sodium temp_15min_int
6380_7008,Sodium temp_30min_int
6380_7009,Sodium temp_60min_int_5min_step
6380_7011,Sodium temp_60min_int_15min_step
6380_7012,Meridional Wind
5360_7100,Red line FPI basic temperture and los wind data
5370_7100,Red line (630.0 nm) Doppler imaging FPI
7101,Red line FPI higher level vector wind data
7110,Green line FPI basic temperture and los wind data
5360_7110,Green line FPI basic temperture and los wind data
7111,Green line FPI higher level vector wind data
5140_7150,FPI wind vector calculation (reference: normalized laser to zenith)
5145_7150,FPI wind vector calculation (reference: normalized laser to zenith)
5150_7150,FPI wind vector calculation (reference: normalized laser to zenith)
6206_7150,Basic Sodium lidar parameter data
7200,Beacon line-of-sight TEC
7800,Binned meteor data (1 hour x 2 km height step)
7801,Individual meteor wind data
7802,Hourly vector least squares fit meteor wind data
7803,Fit of meteor data to Groves model
7804,Hourly meteor radar winds
7805,Daily mean meteor radar winds
7810,Quasi-two-day wave amplitudes
7820,Hourly wind velocities between 82 and 98 km
8000,MU RADAR IS EXPERIMENTS
8001,MU RADAR IS EXPERIMENTS: POWER PROFILE
8002,MU RADAR IS EXPERIMENTS: 4-PULSE TEMPERATURE
8003,MU RADAR IS EXPERIMENTS: 2-PULSE ION VELOCITY
170_8015,NOAA POES 16-second Particle Flux Data for NOAA-15
170_8016,NOAA POES 16-second Particle Flux Data for NOAA-16
170_8017,NOAA POES 16-second Particle Flux Data for NOAA-17
8030,Common Algorithm 80; version 30
8031,Common Algorithm 80; version 31
8033,Common Algorithm 80; version 33
8034,Common Algorithm 80; version 34
8035,Common Algorithm 80; version 35 (6 km res.)
8036,Common Algorithm 80; version 36 (1 min res.)
8037,Common Algorithm 80; version 37
8038,Common Algorithm 80; version 38
8131,Common Algorithm 81; version 31
45_8132,650 microsec Single-pulse
45_8133,120 microsec Single-pulse
45_8134,120 microsec dual pulse
8200,USU TDIM Model
100_8800,QuJing radar: GUISDAP Fitted Parameters
100_8801,ISR
9000,ACPORT - over-sampled raw Ne; from manual antenna control
9001,ACPORT - over-sampled raw Ne; from dwells
9002,ACPORT - over-sampled raw Ne; from azscans
9003,ACPORT - over-sampled raw Ne; from elscans
9004,ACPORT - over-sampled raw Ne; from composite scans
9005,ACPORT - over-sampled raw Ne; from vsr elscans
9006,ACPORT - over-sampled raw Ne; from vsr compscans
9801,Basic Derived Parameters
10002,~30 min Tn values at night
10012,Green line (~96 km) vertical observations
10106,F06 1 sec values (ion drift / magnetometer / electron density)
10107,F07 1 sec values (ion drift / magnetometer / electron density)
10108,F08 1 sec values (ion drift / magnetometer / electron density)
10109,F09 1 sec values (ion drift / magnetometer / electron density)
10110,F10 1 sec values (ion drift / magnetometer / electron density)
10111,F11 1 sec values (ion drift / magnetometer / electron density)
10112,F12 1 sec values (ion drift / magnetometer / electron density)
10113,F13 1 sec values (ion drift / magnetometer / electron density)
10114,F14 1 sec values (ion drift / magnetometer / electron density)
10115,F15 1 sec values (ion drift / magnetometer / electron density)
10116,F16 1 sec values (ion drift / magnetometer / electron density)
10117,F17 1 sec values (ion drift / magnetometer / electron density)
10118,F18 1 sec values (ion drift / magnetometer / electron density)
10119,F19 1 sec values (ion drift / magnetometer / electron density)
10136,F06 4 sec values (plasma temp / O+ fract / vehicle pot)
10137,F07 4 sec values (plasma temp / O+ fract / vehicle pot)
10138,F08 4 sec values (plasma temp / O+ fract / vehicle pot)
10139,F09 4 sec values (plasma temp / O+ fract / vehicle pot)
10140,F10 4 sec values (plasma temp / O+ fract / vehicle pot)
10141,F11 4 sec values (plasma temp / O+ fract / vehicle pot)
10142,F12 4 sec values (plasma temp / O+ fract / vehicle pot)
10143,F13 4 sec values (plasma temp / O+ fract / vehicle pot)
10144,F14 4 sec values (plasma temp / O+ fract / vehicle pot)
10145,F15 4 sec values (plasma temp / O+ fract / vehicle pot)
10146,F16 4 sec values (plasma temp / O+ fract / vehicle pot)
10147,F17 4 sec values (plasma temp / O+ fract / vehicle pot)
10148,F18 4 sec values (plasma temp / O+ fract / vehicle pot)
10149,F19 4 sec values (plasma temp / O+ fract / vehicle pot)
10206,F06 flux/energy values
10207,F07 flux/energy values
10208,F08 flux/energy values
10209,F09 flux/energy values
10210,F10 flux/energy values
10211,F11 flux/energy values
10212,F12 flux/energy values
10213,F13 flux/energy values
10214,F14 flux/energy values
10215,F15 flux/energy values
10216,F16 flux/energy values
10217,F17 flux/energy values
10218,F18 flux/energy values
10219,F19 flux/energy values
10236,F06 UT DMSP with quality flags
10237,F07 UT DMSP with quality flags
10238,F08 UT DMSP with quality flags
10239,F09 UT DMSP with quality flags
10240,F10 UT DMSP with quality flags
10241,F11 UT SSIES-2 DMSP with quality flags
10242,F12 UT SSIES-2 DMSP with quality flags
10243,F13 UT SSIES-2 DMSP with quality flags
10244,F14 UT SSIES-2 DMSP with quality flags
10245,F15 UT SSIES-2 DMSP with quality flags
10246,F16 UT SSIES-3 DMSP with quality flags
10247,F17 UT SSIES-3 DMSP with quality flags
10248,F18 UT SSIES-3 DMSP with quality flags
10249,F19 UT SSIES-3 DMSP with quality flags
10256,F06 UT SSIES-3 DMSP with quality flags
10257,F07 UT SSIES-3 DMSP with quality flags
10258,F08 UT SSIES-3 DMSP with quality flags
10259,F09 UT SSIES-3 DMSP with quality flags
10260,F10 UT SSIES-3 DMSP with quality flags
10261,F11 UT SSIES-3 DMSP with quality flags
10262,F12 UT SSIES-3 DMSP with quality flags
10263,F13 UT SSIES-3 DMSP with quality flags
10264,F14 UT SSIES-3 DMSP with quality flags
10265,F15 UT SSIES-3 DMSP with quality flags
10266,F16 UT SSIES-3 DMSP with quality flags
10267,F17 UT SSIES-3 DMSP with quality flags
10268,F18 UT SSIES-3 DMSP with quality flags
10269,F19 UT SSIES-3 DMSP with quality flags
10281,F11 UT SSIES-2 DMSP with quality flags
10282,F12 UT SSIES-2 DMSP with quality flags
10283,F13 UT SSIES-2 DMSP with quality flags
10284,F14 UT SSIES-2 DMSP with quality flags
10285,F15 UT SSIES-2 DMSP with quality flags
10286,F16 UT SSIES-3 DMSP with quality flags
10287,F17 UT SSIES-3 DMSP with quality flags
10288,F18 UT SSIES-3 DMSP with quality flags
10289,F19 UT SSIES-3 DMSP with quality flags
10300,Hemispherical power values
10305,F15 UT DMSP with Poynting Flux and quality flags
10306,F16 UT DMSP with Poynting Flux and quality flags
10307,F17 UT DMSP with Poynting Flux and quality flags
10308,F18 UT DMSP with Poynting Flux and quality flags
10309,F19 UT DMSP with Poynting Flux and quality flags
8105_10305,Van Allen Probles derived data
71_12404,User EISCAT data
72_11100,User EISCAT data
73_12404,User EISCAT data
11100,EISCAT user defined or unknown analysis pp resolution 0
11101,EISCAT user defined or unknown analysis pp resolution 1
11102,EISCAT user defined or unknown analysis pp resolution 2
11103,EISCAT user defined or unknown analysis pp resolution 3
11104,EISCAT user defined or unknown analysis pp resolution 4
